8316519355|HDJ7785|PA|PAS|07/14/2016|24|2DSD|NISSA|T|37070|0|0|20160188|33|33|33|345331|T103|A|NY|I|N|W 165th St|80ft W/of Edgecombe|0|408|d5||YYYYY|GREY||0||0|CCC|24-No Parking (exc auth veh)|||
8260026995|41955JX|NY|COM|10/28/2016|40|DELV|INTER|T|56490|67290|38790|88888888|104|104|104|359572|T402|B|Q|F|5738|Myrtle Ave||0|408|e2||YYYYYYY|BROWN||0||0|31 4|40-Fire Hydrant|||
8508050940|HJP4843|NY|PAS|01/17/2017|20|SUBN|ME/BE|T|25090|14010|22890|20181121|5|5|5|361359|T101|G|NY|F|22|Ludlow St||0|408|d||YYYYYYY|BK||2005||0|44|20A-No Parking (Non-COM)|||
8378547530|FWZ8815|NY|PAS|01/11/2017|14|2DSD|ACURA|T|61220|41520|41520|20180425|49|49|49|331666|T801|A|BX|O|714|Rhinelander Ave||0|408|c||YYYYYYY|BK||1998||0|D|14-No Standing|||
4634067419|HPU4930|NY|PAS|05/18/2017|36|SUBN|FORD|V|0|0|0|0||0|0|0|||QN|||WB ATLANTIC AVE @ 86|TH ST|0|1180|B|T||BK||2004||0||PHTO SCHOOL ZN SPEED VIOLATION|||
8512671312|8892CZ|CT|CMB|06/06/2017|21|SUBN|NISSA|T|18770|10410|25390|88880088|19|19|19|354070|T103|CC|NY|F|4|E 89th St||0|408|d1||Y  Y|WHITE||0||0|02|21-No Parking (street clean)|||
8476355312|47829MD|NY|COM|02/14/2017|19|DELV|PETER|T|10410|17630|17650|20170430|14|14|14|361135|T102|B|NY|F|320|5th Ave||0|408|c3||YYYYYYY|WH||2014||0|99|19-No Stand (bus stop)|||
8477312801|73441MG|NY|COM|04/01/2017|47|DELV|ISUZU|T|18150|25390|27790|20190331|18|18|18|353071|T106|C|NY|F|38|E 58th St||0|408|l2||Y|WHITE||2008||0|03|47-Double PKG-Midtown|||
1411163175|EFY2042|NY|PAS|07/14/2016|21|SUBN|TOYOT|S|22920|14420|49170|20180123|49|49|0|571185|BX11|0000|BX|F|2081|CRUGER AVE||0|408|D1||YBBYYBB|BLACK|0|2012|-|0|||||
7008336767|HWL4734|PA|PAS|01/14/2017|74|4DSD|CHEVR|T|24140|61390|9840|88880088|109|109|109|363522|T401|C|Q|F|42-32|162nd St||0|408|j2|||WHITE||0||0|03|74A-Improperly Displayed Plate|||
8391016900|EMM8151|NY|PAS|11/02/2016|37|SUBN|VOLVO|T|13430|27530|29830|20180904|84|84|84|361102|T301|S|K|F|195|Atlantic Ave||0|408|h1||Y|BK||2015|301-3033|0|05 3|37-Expired Muni Meter|||
8302046280|63444JM|NY|COM|01/26/2017|19|VAN|INTER|T|18570|10010|45590|88888888|19|19|19|361305|T103|S|NY|F|433|E 79th St||0|408|c3||YYYYYYY|BROWN||2001||0|01|19-No Stand (bus stop)|||
8524957104|90371MC|NY|COM|04/24/2017|46|REFG|ISUZU|T|76950|35920|56920|20170731|45|45|45|362162|T201|H|BX|O|2333|Westchester Ave||0|408|F1||YYYYYYY|WH||2014||0|08|46B-Double Parking (Com-100Ft)|||
8512270482|Y26CRJ|NJ|PAS|06/03/2017|31|SUBN|BSA|T|10110|18610|18630|88880088|19|19|19|354043|T103|G|NY|F|1572|2nd Ave||0|408|l3||Y|BLUE||0||0|07|31-No Stand (Com. Mtr. Zone)|||
7034595768|76TD28|NY|MOT|10/26/2016|38|MCY|NS/OT|T|8990|51790|19040|20170430|115|115|115|356327|T401|D|Q|O|96-12|38th Ave||0|408|h1||Y|BLACK||0||0|18-A|38-Failure to Display Muni Rec|||
4633736383|GHF2057|NY|PAS|05/05/2017|36|2DSD|SMART|V|0|0|0|0||0|0|0|||QN|||EB QUEENS BLVD @ 55T|H ST|0|1180|B|T||BK||2016||0||PHTO SCHOOL ZN SPEED VIOLATION|||
4627237492|T435176C|NY|OMT|11/22/2016|36|4DSD|TOYOT|V|0|0|0|0||0|0|0|||BK|||EB ATLANTIC AVE @ ES|SEX ST|0|1180|B|T||WHBL||2013||0||PHTO SCHOOL ZN SPEED VIOLATION|||
8512119433|76877MJ|NY|COM|05/24/2017|37|VAN|FORD|T|25390|18330|18350|20180930|19|19|19|355183|T103|D|NY|O|795|Madison Ave||20170524|408|h1||Y|BL||2016|118-3027|0|06|37-Expired Muni Meter|||
8532805115|GRH7130|NY|PAS|03/30/2017|21|SUBN|HONDA|T|43330|23930|40030|20180508|83|83|83|350428|T301|M|K|O|1152|Gates Ave||0|408|d1||Y  Y|BK||2014||0|O|21-No Parking (street clean)|||
8475466254|HWN1816|TX|PAS|12/27/2016|21|4DSD|MAZDA|T|9890|7990|37290|88880088|114|114|114|361130|T401|D|Q|F|31-45|43rd St||0|408|d1||Y  Y|SILVE||0||0|27-A|21-No Parking (street clean)|||
8543952980|FSZ8671|NY|PAS|04/21/2017|14|SUBN|DODGE|T|14580|96131|37180|20180505|69|69|69|354111|T302|M|K|F|5302|Avenue T||0|408|c||YYYYYYY|GR||1999||0|U|14-No Standing|||
8508953549|XDLS80|NJ|PAS|02/01/2017|14|DELV|HIN|T|16310|27590|25090|88880088|7|7|7|363991|T101|E|NY|F|88|Delancey St||0|408|c||YYYYYYY|WHITE||0||0|69|14-No Standing|||
8555150875|ETF9022|NY|PAS|05/02/2017|71|SUBN|CHEVR|T|39590|5140|5240|20170615|109|109|109|362164|T401|X|Q|F|5-20|College Pl||0|408|j6||YYYYYYY|BK||2016||0|A-AM|71A-Insp Sticker Expired (NYS)|||
7752393691|HJF2092|NY|PAS|12/03/2016|38|SUBN|BMW|T|0|0|0|20180905|61|61|61|363964|T302|P|K|I|N|Shore Pky|159ft E/of E 16th St|0|408|h1||Y|BL||2016||0|19 3|38-Failure to Display Muni Rec|||
4626437205|EBW9207|NY|PAS|11/04/2016|36|4DSD|TOYOT|V|0|0|0|0||0|0|0|||BK|||WB FLATLANDS AVE @ E|77TH ST|0|1180|B|T||GY||2006||0||PHTO SCHOOL ZN SPEED VIOLATION|||
8490203982|DBZ7195|NY|PAS|12/13/2016|21|4DSD|FORD|T|10730|73330|5280|20170307|68|68|68|354086|T302|L|K|F|266|83rd St||0|408|d1||Y|GY||2011||0|A 32|21-No Parking (street clean)|||
4627065334|DGN4487|NY|PAS|11/18/2016|36|SUBN|JEEP|V|0|0|0|0||0|0|0|||BX|||WB E 135TH ST @ ALEX|ANDER AVE|0|1180|B|T||GY||2006||0||PHTO SCHOOL ZN SPEED VIOLATION|||
8514463690|GMZ9712|NY|PAS|03/30/2017|71|4DSD|TOYOT|T|19310|27790|24890|20170722|25|25|25|343920|T103|B|NY|O|100|E 118th St||0|408|j6||YYYYYYY|GY||2006||0|B|71A-Insp Sticker Expired (NYS)|||
4627862647|DGJ9751|NY|PAS|12/09/2016|36|4DSD|CADIL|V|0|0|0|0||0|0|0|||QN|||WB HILLSIDE AVE @ 13|6TH ST|0|1180|B|T||TN||1995||0||PHTO SCHOOL ZN SPEED VIOLATION|||
7662741072|XY237D|NJ|PAS|08/09/2016|84|DELV|HINO|T|21190|37070|37130|88880088|33|33|33|359294|T103|L|NY|O|177|Ft Washington Ave||0|408|k7|||WHITE||0||0|L 77|84-Platform lifts in low posit|||
4630528027|A19DVD|NJ|PAS|02/03/2017|36|4 DR|BUICK|V|0|0|0|0||0|0|0|||BK|||EB EASTERN PKWY @ WA|SHINGTON AVE|0|1180|B|T||SL||2004||0||PHTO SCHOOL ZN SPEED VIOLATION|||
8363508688|97256|MA|APP|08/13/2016|77|BUS|NS/OT|T|52390|9540|29290|20170688|109|109|109|357759|T401|U|Q|O|41-41|Kissena Blvd||0|408|m5|||GREY||0||0|05 4|77-Parked Bus (exc desig area)|||
8140540663|EHA1740|NY|PAS|10/27/2016|21|SUBN|FORD|T|28290|53420|13820|20180429|47|47|47|361905|T202|D|BX|F|1315|E 222nd St||0|408|d1||Y|WHITE||1997||0|11 2|21-No Parking (street clean)|||
8551111954|GCE9214|NY|PAS|06/25/2017|17|4DSD|HONDA|T|22690|76950|76950|20181008|60|60|60|365319|T302|P|K|I||Brighton Beach Lot||0|408|c4||YYYYYYY|BK||2015||0|41|17-No Stand (exc auth veh)|||
8478553514|XCMA58|NJ|PAS|12/15/2016|53|DELV|HINO|T|10910|34510|34530|19880088|14|14|14|356525|T102|J|NY|F|500|9th Ave||0|408|f6||YYYYYYY|WHITE||0||0|99 6|53-Safety Zone|||
8526650464|GXA7604|NY|PAS|02/24/2017|40|2DSD|FORD|T|50920|30120|58820|20170402|45|45|45|364894|T201|J|BX|O|2903|Middletown Rd||0|408|e2||YYYYYYY|BL||2004||9|06|40-Fire Hydrant|||
8196531606|735ZVY|CT|PAS|10/11/2016|21|4DSD|MAZDA|T|61090|17990|18090|88880088|110|110|110|356236|T401|L|Q|F|88-10|Roosevelt Ave||0|408|d1||Y|WHITE||0||0|N 41|21-No Parking (street clean)|||
4631525290|9F69B|NY|OMT|03/03/2017|36|TAXI|TOYOT|V|0|0|0|0||0|0|0|||BK|||EB 65TH ST @ 16TH AV|E|0|1180|B|T||YW||2014||0||PHTO SCHOOL ZN SPEED VIOLATION|||
8524952829|HNJ3540|NY|PAS|03/15/2017|38|PICK|GMC|T|20890|17220|45250|20190222|45|45|45|362162|T201|H|BX|F|1445|Commerce Ave||0|408|h1||Y|GR||1992||0|07|38-Failure to Display Muni Rec|||
8127027108|HFE5815|NY|PAS|07/11/2016|21|4DSD|TOYOT|T|10020|27870|27930|20180419|52|52|52|361850|T201|A|BX|F|3329|Bainbridge Ave||0|408|d1||Y  Y|WH||2003||0|23 2|21-No Parking (street clean)|||
8524350581|HGR5953|NY|PAS|02/27/2017|14|4DSD|OLDSM|T|22220|15920|10120|20180621|45|45|45|361857|T201|B|BX|O|1135|Crosby Ave||0|408|c||YYYYY|TN||1997||0|06|14-No Standing|||
1418739704|GJK5307|NY|PAS|04/09/2017|14|SDN|HONDA|P|17330|15780|30630|20170904|62|62|62|960832|0062|0000|K|F|8806|BAY PKWY||0|408|E2||BBBBBBB|BK|0|2002|-|0|||||
7067929763|17626MK|NY|COM|01/31/2017|46|VAN|CHEVR|T|14920|43720|71690|20190131|50|50|50|363139|T201|O|BX|F|5543|Broadway||0|408|F1|||WH||2013||0|70|46B-Double Parking (Com-100Ft)|||
1406918726|5M39B|NY|OMT|07/13/2016|19|TAXI|TOYOT|P|17330|15780|30630|20170331|62|62|62|938416|0062|0000|K|F|8806|BAY PKWY||0|408|E5||BBBBBBB|YELLO|0|2014|-|0|||||
7081508339|HCF7990|NY|PAS|01/30/2017|21|SUBN|NISSA|T|18990|24890|10210|20170928|23|23|23|348515|T103|B|NY|F|171|E 101st St||0|408|d1||Y  Y|BK||2015||0|CCA|21-No Parking (street clean)|||
7081940572|ATS3775|NY|PAS|01/04/2017|21|4DSD|NISSA|T|75050|53820|9220|20170805|50|50|50|361365|T201|H|BX|O|587|W 235th St||0|408|d1||Y|GY||2006||0|54 2|21-No Parking (street clean)|||
8478353227|34SW77|NY|MOT|12/02/2016|21|MCY|YAMAH|T|15510|15010|30640|20170430|7|7|7|355710|T101|A|NY|O|251|Clinton St||0|408|d1||Y  Y|BLACK||0||0|12 1|21-No Parking (street clean)|||
4624272158|RXB49E|NJ|PAS|09/28/2016|36|WAGO|HONDA|V|0|0|0|0||0|0|0|||BK|||NB NOSTRAND AVE @ SH|ORE PKWY|0|1180|B|T||BK||2012||0||PHTO SCHOOL ZN SPEED VIOLATION|||
8467031128|R9D509|NY|PAS|12/24/2016|71|SUBN|HYUND|T|14810|35780|20190|20170526|112|112|112|353451|T402|E|Q|F|107-40|70th Rd||0|408|j6||YYYYYYY|GY||2008||0|05 4|71A-Insp Sticker Expired (NYS)|||
8071038416|AM479F|NJ|PAS|07/07/2016|10|DELV|FRUEH|T|10010|18690|18710|88888888|19|19|19|363110|T103|N|NY|F|1643|1st Ave||0|408|b||YYYYYYY|GREEN||0||0|01 7|10-No Stopping|||
8526919210|GZD7447|NY|PAS|04/12/2017|50|4DSD|TOYOT|T|0|0|0|20170811|46|46|46|363139|T201|O|BX|I|E|Marion Ave|0ft S/of E 187th St|0|408|e5||YYYYYYY|BK||2004||0|L|50-Crosswalk|||
8532118252|B78AKY|NJ|PAS|06/08/2017|38|4DSD|VOLVO|T|33910|25190|10510|88880088|6|6|6|361347|T800|B2|NY|F|149|W 4th St||0|408|h1||Y|RED||0||0|F|38-Failure to Display Muni Rec|||
7497389804|DDJ8252|NY|PAS|11/16/2016|46|SUBN|TOYOT|T|51090|24840|24890|20170210|103|103|103|363965|T402|D|Q|F|175-09|Jamaica Ave||0|408|f1|||GY||2015||0|17 4|46A-Double Parking (Non-COM)|||
4623995203|FHV5859|NY|PAS|09/23/2016|36|4DSD|ME/BE|V|0|0|0|0||0|0|0|||QN|||WB ROCKAWAY BLVD @ L|INCOLN ST|0|1180|B|T||WH||2009||0||PHTO SCHOOL ZN SPEED VIOLATION|||
8522913341|KHB4412|PA|PAS|04/17/2017|20|4DSD|DODGE|T|73520|29320|27960|20171088|52|52|52|330234|T201|S|BX|F|3530|Wayne Ave||0|408|d||YYYYYYY|WHITE||0||0|L|20A-No Parking (Non-COM)|||
1412424525|T6835420|NY|OMT|07/27/2016|21|SDN|HONDA|S|52400|50770|49700|20170630|110|110|0|686936|QW04|0000|Q|O|77-14|KNEELAND AVE||0|408|D1||BBYBBBB|BLACK|0|2015|-|0|||||
8266568753|F12GRE|NJ|PAS|11/11/2016|24|SUBN|JEEP|T|26590|36030|36050|88888888|26|26|26|361343|T103|M|NY|O|34|Morningside Dr||0|408|d5||YYYYY|GREY||0||0|CC1|24-No Parking (exc auth veh)|||
8524860388|HGR2303|NY|PAS|04/10/2017|71|CONV|ME/BE|T|38620|0|0|20180505|45|45|45|350435|T201|O|BX|I|E|Havemeyer Ave|5ft S/of Westchester|0|408|j6||YYYYYYY|GY||2003||0|I|71A-Insp Sticker Expired (NYS)|||
7034999387|HKS5462|NY|PAS|03/27/2017|38|SUBN|FORD|T|10880|5430|5580|20180925|68|68|68|365375|T302|G|K|F|429|86th St||0|408|h1||Y|WH||2010||0|36|38-Failure to Display Muni Rec|||
1420795430|HBS5720|NY|PAS|04/18/2017|98|SDN|NISSA|P|0|40404|40404|20171110|83|83|83|944344|0083|0000|K|F|687|CHAUNCEY||0|408|J6||YBBBBBB|GRAY|0|2012|-|0|||||
8361518277|HCX7823|NY|PAS|10/12/2016|23|4DSD|HYUND|T|9990|6740|7040|20171126|108|108|108|362164|T401|L|Q|F|21-42|44th Dr||0|408|d2||YYYYY|TN||2015||0|E 41|23-No Parking (taxi stand)|||
8528274184|EKF9820|NY|PAS|05/01/2017|19|SUBN|CHEVR|T|13820|78450|32920|20180924|47|47|47|361794|T201|R|BX|F|3408|Boston Rd||0|408|c3||YYYYYYY|WH||2003||0|47|19-No Stand (bus stop)|||
8546101425|DF932Z|NY|PAS|04/10/2017|53|SUBN|LEXUS|T|0|0|0|20180904|68|68|68|332021|T302|L|K|I|W|Shore Rd|0ft S/of 94th St|0|408|f6||YYYYYYY|BK||2016||0|E|53-Safety Zone|||
7310298330|GMR2584|NY|PAS|12/01/2016|37|4DSD|HYUND|T|8880|6280|6380|20180327|66|66|66|362175|T302|F|K|O|1276|46th St||0|408|h1||YYYY|GY||2013|311-3061|0|01 3|37-Expired Muni Meter|||
1418425369|JYW5248|PA|PAS|03/21/2017|21|SDN||P|27180|11320|11420|0|48|48|48|952226|0048|0000|BX|F|500|E 184 ST||0|408|E2||BYBBYBB|TAN|0|0|-|0|||||
7162362357|GCE5560|NY|PAS|08/05/2016|71|2DSD|HONDA|T|38150|36520|54060|20160830|121|121|121|362223|T303|N|R|F|27|Maple Pky||0|408|j6||YYYYYYY|GY||2014||0|C-PM|71A-Insp Sticker Expired (NYS)|||
7495741065|HFD1339|NY|PAS|07/22/2016|20|SUBN|NISSA|T|69330|73690|67030|20180121|77|77|77|363466|T301|H|K|R|761|Park Pl||0|408|d||YYYYYYY|WH||2004||0|10 3|20A-No Parking (Non-COM)|||
8276551890|HJR4081|NY|PAS|01/07/2017|74|SUBN|HONDA|T|25890|20520|20630|20171222|113|113|113|355119|T402|L|Q|O|112-05|200th St||0|408|j2|||GY||2004||0|R|74A-Improperly Displayed Plate|||
8444534183|36598MH|NY|COM|11/23/2016|16|VAN|DODGE|T|33390|12670|97510|20171130|1|1|1|364026|T105|J|NY|F|2|Washington St||20161123|408|k2||YYYYY|WHITE||2016||0|001|16-No Std (Com Veh) Com Plate|||
8519154645|GXC2952|NY|PAS|03/07/2017|46|SUBN|HONDA|T|31190|37270|37290|20190325|33|33|33|361360|T103|FF|NY|F|1323|St Nicholas Ave||0|408|f1||YYYYYYY|GY||2012||0|15|46A-Double Parking (Non-COM)|||
1408122029|DSN6323|NY|PAS|07/04/2016|24|SUBN|JEEP|P|0|0|0|20180515|43|43|43|951029|0043|0000|BX|F|101B|HORIZON COURT||0|408|D5||BBBBBBB|RED|0|2011|-|0|||||
8478472812|EAW3389|NY|PAS|03/06/2017|37|4DSD|TOYOT|T|35680|14630|14680|20170708|61|61|61|362170|T302|A|K|F|2104|E 19th St||0|408|h1||Y|GY||2004|306-3139|0|33|37-Expired Muni Meter|||
8549906335|FCM7111|NY|PAS|05/24/2017|38|SUBN|CHEVR|T|28830|12330|86230|20180630|70|70|70|349839|T302|B|K|F|497|Coney Island Ave||0|408|h1||Y|GY||0||0|09|38-Failure to Display Muni Rec|||
8213559599|HDF4570|NY|PAS|12/19/2016|21|SUBN|TOYOT|T|17340|0|0|20180107|115|115|115|363522|T401|C|Q|I|W|85th St|5ft N/of 34th Ave|0|408|d1||Y|BL||1995||0|45 4|21-No Parking (street clean)|||
8293532713|EGE9369|NY|PAS|07/29/2016|21|SUBN|TOYOT|T|14780|0|0|20180228|62|62|62|357808|T302|Q|K|I|S|Avenue X|100ft E/of Stillwell|0|408|d1||Y  Y|GY||2008||0|W 32|21-No Parking (street clean)|||
8516810744|97304JB|NY|COM|05/11/2017|20|SUBN|KIA|T|0|0|0|20180831|19|19|19|354212|T103|O|NY|F|1001|5th Ave||0|408|d||YYYYYYY|WH||2015||0|26|20-No Parking (Com Plate)|||
8267055393|76253JY|NY|COM|10/10/2016|46|DELV|FRUEH|T|15710|35650|35670|88888888|24|24|24|357090|T103|I|NY|F|700|Columbus Ave||0|408|F1|||WHITE||2007||0|50 7|46B-Double Parking (Com-100Ft)|||
8297047957|GUV7315|NY|PAS|12/03/2016|71|4DSD|LINCO|T|27090|13110|20290|20170201|34|34|34|357736|T103|L|NY|F|59|Nagle Ave||0|408|j6||YYYYYYY|BK||2006||0|K 77|71A-Insp Sticker Expired (NYS)|||
1422732710|GMK4592|NY|PAS|06/19/2017|19|SDN|HONDA|P|0|0|0|20180304|52|52|52|904782|0052|0000|BX|||E/S OF PARK AVE|S/O WEST 205 ST|0|408|C3||BBBBBBB|RED|0|2006|-|0|||||
8567100082|FTY1182|NY|PAS|05/03/2017|21|4DSD|DODGE|T|14240|0|0|20180221|112|112|112|359296|T402|N|Q|I|S|68th Ave|10ft W/of Exeter St|0|408|d1||Y|BK||2010||0|K|21-No Parking (street clean)|||
4630489587|A58ETJ|NJ|PAS|02/02/2017|36|WAGO|DODGE|V|0|13550|0|0||0|0|0|||BK|||NB FLATBUSH AVE EXT|@ BRIDGE ST|0|1180|B|T||BK||2014||0||PHTO SCHOOL ZN SPEED VIOLATION|||
7687172486|GPV3988|NY|PAS|08/05/2016|38|4DSD|NISSA|T|42490|7640|7740|20180602|114|114|114|346391|T401|D|Q|F|28-09|Ditmars Blvd||0|408|h1||Y|BL/||1998||0|35 4|38-Failure to Display Muni Rec|||
7578395609|W81CNF|NJ|PAS|10/24/2016|20|SUBN|HONDA|T|59990|9890|10090|88888888|108|108|108|363483|Quee|G|Q|F|43-07|Queens Blvd||0|408|d||YYYYYYY|BLUE||0||0|36 4|20A-No Parking (Non-COM)|||
8559362496|HLW7798|NY|PAS|06/13/2017|14|4DSD|LEXUS|T|37290|15990|9540|20181023|110|110|110|357359|T401|J|Q|O|76-09|Broadway||0|408|c||YYYYYYY|GY||2016||0|45|14-No Standing|||
8524054499|ZRK24R|NJ|PAS|03/18/2017|14|SUBN|FORD|T|0|0|0|88880088|49|49|49|351877|T201|E|BX|I|N|White Plains Rd|10ft W/of Mace Ave|0|408|c||YYYYYYY|WHITE||0||0|22|14-No Standing|||
8526761936|GMZ4346|NY|PAS|05/02/2017|21|SUBN|TOYOT|T|0|0|0|20180303|40|40|40|364850|T201|D|BX|I|E|Morris Ave|45ft N/of E 153rd St|0|408|d1||Y  Y|RD||2006||0|22|21-No Parking (street clean)|||
5092733548|EVX4041|NY|PAS|07/26/2016|7|SUBN|FORD|V|0|0|0|0||0|0|0|||MN|||BROADWAY (S/B) @ SHE|RMAN AVE|0|1111|D|T||GY||2013||0||FAILURE TO STOP AT RED LIGHT|||
4623721759|N203606C|NY|OMT|09/20/2016|36|SUBN|FORD|V|0|0|0|0||0|0|0|||QN|||EB QUEENS BLVD @ 35T|H ST|0|1180|B|T||BK||2011||0||PHTO SCHOOL ZN SPEED VIOLATION|||
8360507120|OL4468J|NJ|PAS|07/26/2016|21|4DSD|ME/BE|T|18090|0|0|88888888|110|110|110|359624|T401|A|Q|I|E|89th St|5ft S/of 37th Ave|0|408|d1||Y|BLACK||0||0|20-A|21-No Parking (street clean)|||
8478626049|GRU5176|NY|PAS|05/15/2017|21|4DSD|CHEVR|T|17650|10110|10010|20180617|17|17|17|359594|T102|J|NY|F|341|E 33rd St||0|408|d1||Y  Y|GY||2012||0|10|21-No Parking (street clean)|||
8086035645|49966JG|NY|COM|09/14/2016|37|VAN|INTER|T|20390|29890|31490|88888888|7|7|7|330198|T101|G|NY|F|131|Essex St||20160914|408|h1||Y|BROWN||1997|102-3076|0|33 1|37-Expired Muni Meter|||
1368119141|BMLV150|ON|PAS|07/16/2016|19|SUBN|CHEVR|X|29370|40404|40404|0|25|25|1|160347|0001|0000|NY|O||RANDALLS ISLAND||0|408|D3||BBBBBBB|WHITE|0|0|-|0|||||
8394016790|31690BB|NY|OMR|09/06/2016|77|BUS|AM/T|T|6380|8730|8780|20170228|66|66|66|356963|T802|A|K|F|4312|13th Ave||0|408|m5|||YW||2003||0|I 31|77-Parked Bus (exc desig area)|||
8470607042|MYSUMMER|NY|OMT|07/27/2016|20|SUBN|CADIL|T|14490|21680|10510|20161231|20|20|20|357735|T103|P|NY|O|30|Central Park South||0|408|d||Y|BK||2012||0|H 77|20A-No Parking (Non-COM)|||
8210533952|GST8679|NY|PAS|11/21/2016|14|2DSD|TOYOT|T|67690|0|0|20181112|110|110|110|357800|T401|G|Q|I|E|Whitney Ave|5ft S/of Denman St|0|408|c||YYYYYYY|SILVE||2006||0|20 4|14-No Standing|||
8432500124|GXR4201|NY|PAS|07/20/2016|46|SUBN|JEEP|T|30590|27090|30490|20170323|34|34|34|356987|T103|I|NY|O|42|Sickles St||0|408|f1|||GY||2014||0|39 7|46A-Double Parking (Non-COM)|||
8273071844|GFM6245|NY|PAS|10/20/2016|21|4DSD|VOLKS|T|27230|33330|24330|20170430|94|94|94|355121|Broo|B|K|F|17|Clifford Pl||0|408|d1||Y  Y|BK||2016||0|17 3|21-No Parking (street clean)|||
8525168063|HBN8474|NY|PAS|05/30/2017|91|SUBN|HONDA|T|0|0|0|20180121|48|48|48|357753|T201|H|BX|I|E|Lafontaine Ave|100ft S/of E 180th S|0|408|n1||YYYYYYY|GY||0||0|50|91-Veh for Sale (Dealer Only)|||
8556557405|59622JW|NY|COM|06/09/2017|10|VAN|FORD|T|59990|12535|11395|20190228|110|110|110|359307|T401|A|Q|F|91-23|Queens Blvd||0|408|b||YYYYYYY|WH||2007||0|20-A|10-No Stopping|||
7808365737|ETN7313|NY|PAS|03/22/2017|21|4DSD|DODGE|T|8980|5680|5780|20170607|72|72|72|365326|T302|E|K|F|615|48th St||0|408|d1||Y|BK||2009||0|49|21-No Parking (street clean)|||
8532602563|CVU3012|NY|PAS|03/23/2017|21|4DSD|VOLVO|T|38830|85730|32230|20180331|90|90|90|358173|T301|C|K|O|178|Ellery St||0|408|d1||Y  Y|GY||2017||0|15|21-No Parking (street clean)|||
4630154796|FYB4398|NY|PAS|01/31/2017|36|SUBN|NISSA|V|0|0|0|0||0|0|0|||BK|||NB FLATBUSH AVE @ AV|E M|0|1180|B|T||WH||2015||0||PHTO SCHOOL ZN SPEED VIOLATION|||
8330511935|HBY7509|NY|PAS|07/30/2016|19|4DSD|TOYOT|T|58190|39890|38490|20171117|104|104|104|362584|T402|M|Q|F|866|Onderdonk Ave||0|408|c3||YYYYYYY|WH||1997||0|B 42|19-No Stand (bus stop)|||
8457515251|HAK5607|NY|PAS|01/13/2017|37|SUBN|AUDI|T|0|40404|40404|20170827|108|108|108|353101|T401|G|Q|I||Sunnyside Lot||0|408|h1||Y|GY||2010|472-3012|0|36|37-Expired Muni Meter|||
8283027748|FLJ1982|TX|PAS|07/29/2016|40|4DSD|HONDA|T|28710|55820|43650|88880088|47|47|47|361107|T202|N|BX|O|108|E 236th St||0|408|e2||YYYYYYY|BLACK||0||3|B 22|40-Fire Hydrant|||
7503174304|L45DKG|NJ|PAS|09/15/2016|38|VAN|GMC|T|48030|78230|78330|88888888|90|90|90|363998|T301|H|K|F|161|Havemeyer St||0|408|h1||Y|WHITE||0||0|14 3|38-Failure to Display Muni Rec|||
4007117810|21791MG|NY|COM|04/10/2017|5|VAN|DODGE|V|0|0|0|0||0|0|0|||MN|||EB 125TH ST @ 2ND AV|E|0|1111|C|T||WH||2007||0||BUS LANE VIOLATION|||
8235044468|FXX6545|NY|PAS|10/19/2016|71|SUBN|FORD|T|21420|64790|23490|20180521|113|113|113|358221|T402|Y|Q|F|150-37|122nd Ave||0|408|j6||YYYYYYY|GY||2005||0|CC3|71A-Insp Sticker Expired (NYS)|||
8102014891|GLP9323|NY|PAS|10/24/2016|38|SUBN|TOYOT|T|13610|17370|17390|20170817|13|13|13|363947|Manh|K|NY|F|897|Broadway||0|408|h1||Y|TN||2007||0|27 6|38-Failure to Display Muni Rec|||
4631639052|HEK6758|NY|PAS|03/09/2017|36|SUBN|LEXUS|V|0|0|0|0||0|0|0|||QN|||SB UTOPIA PKWY @ 56T|H AVE|0|1180|B|T||GY||2016||0||PHTO SCHOOL ZN SPEED VIOLATION|||
8226541451|12460JY|NY|COM|09/22/2016|38|VAN|GMC|T|55390|23190|23290|88888888|107|107|107|353159|T402|D|Q|O|149-14|Melbourne Ave||0|408|h1||YYYYY|WHITE||2007||0|42 4|38-Failure to Display Muni Rec|||
8521411923|AH20097|AZ|PAS|04/22/2017|40|VAN|FORD|T|13910|13113|37470|88880088|33|33|33|363068|T103|Q|NY|F|140|Cabrini Blvd||0|408|e2||YYYYYYY|WHITE||0||0|02|40-Fire Hydrant|||
7628394670|YLC28F|NJ|PAS|09/12/2016|40|4DSD|NISSA|T|8580|6380|6480|88888888|66|66|66|359337|T302|R|K|F|1370|40th St||0|408|e2||YYYYYYY|SILVE||0||5|24 3|40-Fire Hydrant|||
1420031892|43601MG|NY|COM|05/01/2017|21|VAN|FRUEH|S|59990|10540|10640|20170228|108|108|0|627439|QW02|0000|Q|F|47-01|QUEENS BLVD||0|408|D1||YYYYBYB|WHITE|0|2015|-|0|||||
8489530932|JFW6671|PA|PAS|04/18/2017|37|4DSD|PONTI|T|13140|19040|19090|20170188|112|112|112|361021|T402|G|Q|F|97-30|63rd Rd||0|408|h1||Y|RED||0|445-1793|0|01|37-Expired Muni Meter|||
1415902598|HPP349|DE|PAS|10/08/2016|21|SDN|HONDA|S|5280|7480|7580|0|72|72|0|921836|KS07|0000|K|O|729|3TH AVE||0|408|D1||BBBBBYB|BLUE|0|0|-|0|||||
